Date,Total_Equity
2024-11-07,40482396.99743752
2024-11-08,40416759.04523753
2024-11-11,40689926.34523752
2024-11-12,40253649.29280942
2024-11-13,39913441.45448542
2024-11-14,39943319.64611894
2024-11-15,39684052.10611894
2024-11-18,39760499.67931171
2024-11-19,39602628.73679049
2024-11-20,39863088.86343379
2024-11-21,40312548.796722546
2024-11-22,40540964.016722545
2024-11-25,40998187.150797546
2024-11-26,40706757.12228932
2024-11-27,40831953.46876735
2024-11-29,40882781.319851354
2024-12-02,40983520.72285136
2024-12-03,40754593.45646079
2024-12-04,40922135.35446078
2024-12-05,40672487.008547515
2024-12-06,40789490.82043451
2024-12-09,40848807.07443451
2024-12-10,40568943.55998703
2024-12-11,40647924.19158704
2024-12-12,40342505.40461575
2024-12-13,40372662.09461575
2024-12-16,40526688.20461576
2024-12-17,40268217.84010976
2024-12-18,39554612.06612137
2024-12-19,39420922.245121375
2024-12-20,39607902.76912138
2024-12-23,39561661.10967681
2024-12-24,39703761.4352348
2024-12-26,39742237.02023281
2024-12-27,39701519.43023281
2024-12-30,39802690.220232815
2024-12-31,39561820.27964057
2025-01-02,39385115.50264056
2025-01-03,39538261.847966164
2025-01-06,39629279.892966166
2025-01-07,39450178.084354624
2025-01-08,39638945.92935462
2025-01-10,39102219.24311063
2025-01-13,38890871.34233922
2025-01-14,38998801.39827803
2025-01-15,39274261.06327802
2025-01-16,39248865.41327802
2025-01-17,39407042.184157915
2025-01-21,39401550.004157916
2025-01-22,39239864.61777369
2025-01-23,39300269.60777369
2025-01-24,39175575.93485713
2025-01-27,39464578.43485713
2025-01-28,39763056.620053485
2025-01-29,39707764.55583349
2025-01-30,39816969.401767865
2025-01-31,39580553.39176787
2025-02-03,39361439.82176787
2025-02-04,39572317.19699469
2025-02-05,39667442.611994684
2025-02-06,39601858.388318025
2025-02-07,39516860.578868024
2025-02-10,39466586.893980026
2025-02-11,39377656.66181205
2025-02-12,39223391.38362964
2025-02-13,39410601.81362964
2025-02-14,39495428.153629646
2025-02-18,39624745.983629644
2025-02-19,39565255.53336207
2025-02-20,39440819.601425126
2025-02-21,38932806.45142512
2025-02-24,38985520.65142512
2025-02-25,38970651.68334104
2025-02-26,38828558.98584105
2025-02-27,38312696.74242659
2025-02-28,38533599.97066659
2025-03-03,38331825.63816659
2025-03-04,38540263.193903096
2025-03-05,38760893.71840309
2025-03-06,38216013.84275352
2025-03-07,38424746.759753525
2025-03-10,37396714.05871752
2025-03-11,37307367.10921056
2025-03-12,37574750.19233349
2025-03-13,37175532.77333349
2025-03-14,37569737.84365781
2025-03-17,37964921.704157814
2025-03-18,37610814.970165566
2025-03-19,37632442.362825416
2025-03-20,37518504.847825415
2025-03-21,37448399.637825415
2025-03-24,37896224.66282542
2025-03-25,37577951.114857875
2025-03-26,37505854.079616636
2025-03-27,37407899.44391663
2025-03-28,36796978.90391664
2025-03-31,36653218.03449264
2025-04-01,36838724.84954757
2025-04-02,36739643.739564866
2025-04-03,35886226.60096487
2025-04-04,35519604.54619702
2025-04-07,35243285.93135494
2025-04-08,33318741.813001417
2025-04-09,35841350.2198072
2025-04-10,34473199.428607196
2025-04-11,34834529.8082072
2025-04-14,35137033.8882072
2025-04-15,35060315.91465005
2025-04-16,34605985.00189356
2025-04-17,34887420.72989356
2025-04-21,34495214.610493556
2025-04-22,34871203.99012556
2025-04-23,35354760.77252556
2025-04-24,35426110.43532052
2025-04-25,35470886.93132052
2025-04-28,35486281.15132052
2025-04-29,35529078.135753356
2025-04-30,35504759.33575335
